date,hrv,rhr,sleep_efficiency,respiratory_rate,recovery_score,strain,sleep_hours,hrv_7d_avg,hrv_30d_avg,rhr_7d_avg,rhr_30d_avg,sleep_efficiency_7d_avg,sleep_efficiency_30d_avg,respiratory_rate_7d_avg,respiratory_rate_30d_avg,recovery_score_7d_avg,recovery_score_30d_avg,strain_7d_avg,strain_30d_avg
2025-10-20 10:06:13.677427,49,56,82.19608139407154,17.857670159499666,66.2988468120935,10.656861202839487,7.395845255097682,52.857142857142854,50.90909090909091,56.57142857142857,57.09090909090909,81.85689701870834,83.61441592164046,15.113907680337993,15.299117653932582,58.484080270717506,63.14081206679393,9.319258933102619,10.022145401508716
2025-10-21 10:06:13.677427,53,58,85.9839863299636,15.542316262366075,62.664841469118805,18.676086101157573,6.221627222384968,53.42857142857143,51.083333333333336,57.0,57.166666666666664,81.63730193246185,83.81188012233405,15.210854166682712,15.319384204635375,63.44686726657867,63.10114785032099,10.851330876273796,10.743307126479452
2025-10-22 10:06:13.677427,54,60,93.60914886236033,14.660329390408897,82.5167309248971,10.96163459454558,7.608252755714472,55.0,51.30769230769231,57.285714285714285,57.38461538461539,83.75428945209715,84.56551617925915,15.226822279414668,15.268687680464106,67.65689008900071,64.594654240673,11.648625345132176,10.760101547099925
2025-10-23 10:06:13.677427,46,54,89.67416660868166,15.756775892881066,68.8163126495182,5.987428187527575,5.49741639576216,53.42857142857143,50.92857142857143,56.714285714285715,57.142857142857146,84.59449327412548,84.93041978136077,15.281852611532745,15.303551124208175,66.96549448068787,64.89620126987623,10.319303323943592,10.419196307130472
2025-10-24 10:06:13.677427,44,60,99.22545966009245,15.365206340371005,70.06403993112804,11.017027743656223,8.229155637325643,51.285714285714285,50.46666666666667,57.285714285714285,57.333333333333336,87.04088191038808,85.88342243994288,15.440066486857637,15.307661471952365,68.1240260123697,65.24072384729303,10.136982734643965,10.459051736232189
2025-10-25 10:06:13.677427,45,52,75.8612194968956,15.234836480560132,58.82184550816299,10.909105721009318,7.672597482413043,49.714285714285715,50.125,56.57142857142857,57.0,86.05228344017449,85.25703475600241,15.497097293568602,15.303109909990349,66.44611992774018,64.8395439510974,10.718261208925899,10.48718011028076
2025-10-26 10:06:13.677427,50,56,88.97856509376543,16.23700004005211,57.6859066389126,1.2124534282337134,7.4560297343138755,48.714285714285715,50.11764705882353,56.57142857142857,56.94117647058823,87.9326610636901,85.4759483052826,15.807733509448422,15.358044623523393,66.69550341911875,64.41874175626299,9.917228139852782,9.941607952513285
2025-10-27 10:06:13.677427,42,57,83.46673604590681,16.409009252056766,58.51162718270569,11.782820533928751,8.182690983945514,47.714285714285715,49.666666666666664,56.714285714285715,56.94444444444444,88.11418315680942,85.36432540198395,15.600781951242292,15.416431547330802,65.58304347206334,64.0905687243987,10.078079472865534,10.0438975403697
2025-10-28 10:06:13.677427,40,57,99.51842346574138,14.863398622867367,70.91678213567445,11.076261879165289,8.865474444462578,45.857142857142854,49.1578947368421,56.57142857142857,56.94736842105263,90.04767417620623,86.10927793165538,15.503793717028191,15.387324551306413,66.76189213871416,64.44984311446584,8.992390298295208,10.098232505569468
2025-10-29 10:06:13.677427,34,54,75.53361371715879,14.809018111226385,58.68523278769605,14.784825459253673,8.21437006501813,43.0,48.4,55.714285714285715,56.8,87.46545486974887,85.58049472093055,15.525034962859262,15.35840922930241,63.35739240482828,64.16161259812735,9.538560421824934,10.33256215325368
2025-10-30 10:06:13.677427,29,55,75.2822252625538,15.169937963418027,69.34662285344619,19.39582437978138,5.359125768668354,40.57142857142857,47.476190476190474,55.857142857142854,56.714285714285715,85.40946324887345,85.09010093719833,15.44120097293597,15.349434407117439,63.43315100538943,64.40851784838063,11.454045592146908,10.764146068802617
2025-10-31 10:06:13.677427,38,55,77.20485883644783,12.737694602317298,96.13101197968157,16.50626011819103,5.920423033264298,39.714285714285715,47.04545454545455,55.142857142857146,56.63636363636363,82.26366313120994,84.73168084170968,15.065842153214012,15.230718961444706,67.15700415518279,65.8504493998034,12.238221645651878,11.025151252865726
2025-11-01 10:06:13.677427,38,55,65.00883420552154,13.681770725361737,78.06687055147539,10.924445237780677,6.575181422304321,38.714285714285715,46.65217391304348,55.57142857142857,56.56521739130435,80.71332237529937,83.87416577057105,14.843975616757097,15.163373385962839,69.90629344708456,66.38159814552827,12.240413005190646,11.020772730470725
2025-11-02 10:06:13.677427,46,59,77.79395982655392,17.14024912093343,60.10964701748238,7.573896365033319,7.226091050210834,38.142857142857146,46.625,56.0,56.666666666666664,79.11552162284057,83.62082385623701,14.973011199740144,15.245743208253279,70.25254207259454,66.12026684852636,13.14919056759059,10.877152881910833
2025-11-03 10:06:13.677427,31,57,75.92693870757041,17.47396125620154,83.01820883245918,21.0,7.7176590204691236,36.57142857142857,46.0,56.0,56.68,78.03840771736395,83.31306845029034,15.125147200332252,15.334871930171209,73.7534823082736,66.79618452788367,14.465930491315053,11.282066766634397
2025-11-04 10:06:13.677427,34,54,83.20315029180966,15.201156752532347,58.87886940467673,12.236873736057953,6.474256186846534,35.714285714285715,45.53846153846154,55.57142857142857,56.57692307692308,75.70765440680228,83.30884082881032,15.173398361712966,15.329729038723562,72.03378048955965,66.49167240776033,14.631732185156862,11.318790111612229
2025-11-05 10:06:13.677427,29,58,84.73404780621728,16.19186835566692,34.428131972332196,12.055717167651785,7.386766764477079,35.0,44.925925925925924,56.142857142857146,56.629629629629626,77.02200213381063,83.361626272418,15.370948396633041,15.361660124536277,68.5684803730791,65.30413387311484,14.24185957207088,11.34608370628036
2025-11-06 10:06:13.677427,24,57,97.00936671372709,15.873500185452244,49.87870533623894,11.903499651559986,6.444617067646678,34.285714285714285,44.17857142857143,56.42857142857143,56.642857142857146,80.12587948397824,83.84904557389332,15.471457285495076,15.379940126711848,65.78734929919234,64.75322571108356,13.17152746803925,11.365991418611774
2025-11-07 10:06:13.677427,34,58,89.60339070548841,19.194656970146283,36.938121184612164,12.79233904307142,6.588482197008052,33.714285714285715,43.827586206896555,56.857142857142854,56.689655172413794,81.89709832241262,84.04747126808626,16.393880480899213,15.511482086830277,57.33122204275386,63.79408417568799,12.640967314450734,11.41517581945521
2025-11-08 10:06:13.677427,31,60,77.38477075470078,16.843489893721493,59.72729773938037,11.42255835230423,5.793338903151778,32.714285714285715,43.4,57.57142857142857,56.8,83.66508925800964,83.8253812509734,16.845554647807752,15.555882347059985,54.71128306959742,63.65852462781107,12.712126330811241,11.41542190388351
2025-11-09 10:06:13.677427,30,57,74.81268262921314,15.34649889022308,65.27627568784328,9.705351972479054,6.276766753889095,30.428571428571427,42.86666666666667,57.285714285714285,56.666666666666664,83.2391925155324,83.44731160148285,16.58930461484913,15.55327280729168,55.449372879648976,63.24988776137328,13.016619989017775,11.564595586928125
2025-11-10 10:06:13.677427,27,58,85.93535337205205,14.353351471279488,90.14655968412924,9.812564235038431,5.8483153943836665,29.857142857142858,42.1,57.42857142857143,56.766666666666666,84.66896603902977,83.16975967041724,16.143503217003122,15.476845496847613,56.46770871560185,64.65295984483973,11.41841487973755,11.287741018834655
2025-11-11 10:06:13.677427,38,61,71.43813434383486,13.572264415690913,69.90391060646245,11.868986919136006,6.224126747022668,30.428571428571427,41.9,58.42857142857143,56.833333333333336,82.98824947503337,82.84670018813355,15.91080431174006,15.452016685890733,58.042714601571234,64.55152144276416,11.365859620177273,11.304441635949722
2025-11-12 10:06:13.677427,21,61,96.65167012683483,15.744156363040668,61.71349206786704,9.826300915464941,8.25364179660784,29.285714285714285,40.93333333333333,58.857142857142854,56.96666666666667,84.69076694940732,83.22796606646833,15.846845455650595,15.439993370704709,61.94062318664764,63.721186868030784,11.04737158415058,11.28890247579154
2025-11-13 10:06:13.677427,34,60,91.4355209657703,14.592379105658836,77.44108371775233,9.148616869291342,6.2506011111680575,30.714285714285715,40.43333333333333,59.285714285714285,57.13333333333333,83.89450327112776,83.35844503420438,15.663828158537253,15.430949645628234,65.87810581257813,65.37171190868618,10.653816900969346,11.328803621469275
2025-11-14 10:06:13.677427,38,61,78.24659478316237,13.79329554848279,31.832970364881724,12.425720910767588,9.832382064837391,31.285714285714285,40.266666666666666,59.714285714285715,57.233333333333334,82.27210385365262,83.34032365281267,14.892205098299609,15.405774410534821,65.14879855261663,64.66459188191747,10.601442882068799,11.563641874743631
2025-11-15 10:06:13.677427,23,63,68.29492376727298,14.724112538908969,68.53421837162848,10.980091130316579,7.693317900880889,30.142857142857142,39.13333333333333,60.142857142857146,57.4,80.97355428402008,82.82372978323902,14.589436904754963,15.384192709563301,66.40693007150922,64.49386309738148,10.538233278927706,11.419888834559261
2025-11-16 10:06:13.677427,20,59,92.8309789933233,14.202142395662726,76.5629779083045,18.015971954330755,7.384836123694874,28.714285714285715,37.833333333333336,60.42857142857143,57.5,83.5475966217501,83.18140444280796,14.425957405532056,15.3823404823155,68.01931610300367,64.98081838734646,11.72546470490652,11.610645504078498
2025-11-17 10:06:13.677427,20,61,81.08368123797905,17.524569962087078,42.821206313302376,1.396120766427952,6.3416422198187865,27.714285714285715,36.63333333333333,60.857142857142854,57.63333333333333,82.8545006025968,83.12481352446092,14.878988618504568,15.47197211993229,61.258551335742695,64.05595232777088,10.523115637962166,11.429177649591571
2025-11-18 10:06:13.677427,20,59,91.90253049578769,16.55796770833934,82.15631064810394,16.36602740768985,7.900309879408992,25.142857142857142,35.4,60.57142857142857,57.733333333333334,85.7779857671615,83.66103381668196,15.305517660311486,15.55515282591382,63.00889419883434,64.92982194273227,11.165549993469856,11.747389066123048
2025-11-19 10:06:13.677427,20,60,69.24457872964507,15.49043283042006,70.07744611241621,16.984340769990517,6.6243621737622265,25.0,34.43333333333333,60.42857142857143,57.86666666666667,81.86268699613439,83.22931706120107,15.269271441365685,15.4762449149445,64.20374477662708,65.05577525274302,12.18812711554494,11.958305051694749
2025-11-20 10:06:13.677427,21,62,77.20499981636982,17.27593296666803,58.77068129148798,3.706439070367402,7.322009814645361,23.142857142857142,33.36666666666667,60.714285714285715,58.0,79.8297554033629,82.93668417741462,15.652636278652713,15.534032138421233,61.53654443001789,64.92596991348866,11.41067314427009,11.459316817335075
2025-11-21 10:06:13.677427,20,62,82.04194959774547,15.592841969177142,74.49172799159427,10.629249623678605,9.760084538268796,20.571428571428573,32.233333333333334,60.857142857142854,58.06666666666667,80.37194894830334,82.55111086859414,15.909714338751908,15.565115891046842,67.6306526624054,64.6584698157119,11.154034388971665,11.448237318306179
2025-11-22 10:06:13.677427,22,61,82.37584475011793,14.466458958406083,99.06039286706593,10.514236536016835,7.10394010027535,20.428571428571427,31.433333333333334,60.57142857142857,58.3,82.38350908870976,82.30783347330866,15.872906684394351,15.522105326564343,71.99153473318218,65.66660582296349,11.08748373264313,11.599130929922486
2025-11-23 10:06:13.677427,20,62,78.39947622816605,17.327748892723587,67.72799382587743,6.369953221128715,8.349273326285676,20.428571428571427,30.633333333333333,61.0,58.36666666666667,80.32186583654445,81.61363402557778,16.319421898260188,15.587523411642762,70.7293941499783,65.58873761945513,9.423766770757124,11.444228445838236
2025-11-24 10:06:13.677427,21,60,86.98279945878,16.14669205242159,68.72330879450504,8.888733249636498,6.496823574874113,20.571428571428573,29.833333333333332,60.857142857142854,58.63333333333333,81.16459701094458,81.9843533576406,16.122582196879403,15.617918597371476,74.42969450443583,65.91878639566653,10.49413998264406,11.376882696792476
2025-11-25 10:06:13.677427,20,61,73.45903656493924,14.255304614808253,58.109586506896335,7.557696618136685,7.165011509503039,20.571428571428573,28.833333333333332,61.142857142857146,58.8,78.52981216368052,81.46703574001306,15.793630326374965,15.551862083196683,70.99444819854902,65.93290905793266,9.235807012707895,11.588390803122573
2025-11-26 10:06:13.677427,20,59,80.86096411982965,15.27159358629967,52.25233445802812,19.00908177369449,8.97080063563551,20.571428571428573,28.1,61.0,58.86666666666667,80.18929579084974,81.38017667581049,15.762367577214908,15.513948227671447,68.44800367649358,65.72426596711007,9.525055727522746,11.829266177781431
2025-11-27 10:06:13.677427,20,60,82.9623650536952,14.44925809593829,77.45503724816368,15.742713572589844,6.573032942212233,20.428571428571427,27.433333333333334,60.714285714285715,58.96666666666667,81.01177653903908,80.82830806207562,15.358556881396373,15.500143543440476,71.11719738459011,65.94220780419305,11.244523513554526,11.984814567562251
2025-11-28 10:06:13.677427,20,59,86.11551067247,13.840640322842797,52.15874261136699,17.086220379976634,9.01244855799693,20.428571428571427,26.966666666666665,60.285714285714285,59.13333333333333,81.59371383542829,81.181037960586,15.108242360491468,15.46786428382769,67.9267709017005,65.72465813164875,12.166947907311387,12.06152773158635
2025-11-29 10:06:13.677427,20,59,87.69291902471112,16.61141305703797,66.07349355829089,14.88668825617294,7.907751935455476,20.142857142857142,26.666666666666668,60.0,59.266666666666666,82.3532958746559,81.5947277526579,15.414664374581736,15.515913453615022,63.21435671473264,65.61555382181024,12.791583867333687,11.911223194132734
2025-11-30 10:06:13.677427,20,60,73.00286326529705,17.791299968564157,57.83513829852325,7.483792915131083,6.6375332241057325,20.142857142857142,26.066666666666666,59.714285714285715,59.43333333333333,81.58235116567461,81.45466123361955,15.480885956844675,15.68436696582325,61.801091639396326,64.33902469910497,12.950703823619742,11.61047428736407
2025-12-01 10:06:13.677427,20,57,69.72708663411503,13.821718911417031,72.18469738619588,9.901918934880905,7.832407739055521,20.0,25.466666666666665,59.285714285714285,59.5,79.11724933357961,81.61193631457266,15.148746936701167,15.689031905358426,62.29557572392359,64.14295226026232,13.095444635797511,11.576390077267412
2025-12-02 10:06:13.677427,20,63,92.22141457518808,16.175563084028685,70.00493157930423,13.957498244911672,8.17255444962673,20.0,24.6,59.57142857142857,59.63333333333333,81.79758904932945,82.09285147286046,15.423069575161227,15.65687570412827,63.99491073426758,64.4727950789897,14.00970201105108,11.78917680659669
2025-12-03 10:06:13.677427,20,58,84.65851209583673,14.719228917053808,80.56309916386849,7.1114887644322184,7.821809962217197,20.0,24.233333333333334,59.42857142857143,59.666666666666664,82.34009590304474,82.383903919136,15.344160336697533,15.565051292823345,68.03930569224477,64.39095809003668,12.310045866870757,11.326226432077762
2025-12-04 10:06:13.677427,20,58,76.01210770754757,14.915449539482365,57.349754017178796,14.851993720689553,5.629775280109544,20.0,23.766666666666666,59.142857142857146,59.8,81.34720199645221,82.14420249966061,15.410759114346687,15.555527719055013,65.16712237353265,64.33998757712008,12.182800173742143,11.41339709823215
2025-12-05 10:06:13.677427,20,61,94.40921580418018,14.789127290913356,60.95187597059943,11.038698407367459,6.472862824175132,20.0,23.466666666666665,59.42857142857143,59.9,82.53201701526795,82.4667080995927,15.54625725264248,15.508769683563226,66.42328428199441,65.22411237706233,11.318868463369407,11.37949647288934
2025-12-06 10:06:13.677427,20,61,82.92539707434287,14.463211076384221,50.31854426326539,10.50071676980161,6.952481364448495,20.0,23.333333333333332,59.714285714285715,60.03333333333333,81.85094245092965,81.99724244494655,15.239371255406231,15.461760046594293,64.17257723984793,65.23877367462987,10.692301108173499,11.332737043497394
2025-12-07 10:06:13.677427,20,60,91.43437747251062,15.558225953533793,58.33560109885833,14.843839872813966,7.125566570899954,20.0,22.866666666666667,59.714285714285715,60.1,84.48401590910301,82.05827533718065,14.920360681830465,15.340545679373877,64.24407192561007,65.95202300510475,11.743736387842484,11.401120404488813
2025-12-08 10:06:13.677427,20,60,82.54014785128088,14.502859860306755,70.65950739567279,13.77705324594416,7.820672097550678,20.0,22.5,60.142857142857146,60.1,86.31445322584099,82.23012124039997,15.017666531671855,15.262524678260052,64.02618764124963,66.31642999364783,12.297327003708663,11.479603567610145
2025-12-09 10:06:13.677427,20,59,98.4859833990559,15.824548190935806,76.35482924968028,10.556135336723681,7.377701000933254,20.0,22.166666666666668,59.57142857142857,60.166666666666664,87.20939162925067,83.01923126606138,14.967521546944301,15.278459654950476,64.93331587987478,66.68571511237573,11.811418016824664,11.507963013084964
2025-12-10 10:06:13.677427,20,57,96.04272673954563,15.439714268661035,51.167520137335615,16.63731921345699,5.8646556412898985,20.0,21.933333333333334,59.42857142857143,60.13333333333333,88.83570800692337,83.35614371164452,15.070448025745334,15.314671748196528,60.733947447512946,65.38641379414928,13.172250938113917,11.735454845698916
2025-12-11 10:06:13.677427,20,59,80.00828681216741,15.213262343760308,78.0440888015849,7.675746689600411,7.5801978510059635,20.0,21.333333333333332,59.57142857142857,60.06666666666667,89.40659073615477,83.64181546058893,15.112992712070753,15.369371679132172,63.69028098814239,65.65775306732003,12.147072790815468,11.595680171381064
2025-12-12 10:06:13.677427,20,58,89.77256760763484,14.410923605550083,85.33456788207427,14.463742427777055,7.810585745283824,20.0,21.3,59.142857142857146,59.96666666666667,88.7442124223626,83.41251204328228,15.058963614161714,15.324930587215821,67.17352268978165,66.44512226112694,12.636364793731124,11.750261555124801
2025-12-13 10:06:13.677427,20,61,87.16300759668118,14.807874403318001,71.20152354835551,14.372405031873535,7.7597904479310404,20.0,20.833333333333332,59.142857142857146,60.0,89.34958535412521,83.27009493097928,15.108201232295112,15.33211376380446,70.15680544479453,66.23713692214703,13.189463116884257,11.924387827210873
2025-12-14 10:06:13.677427,20,58,92.94905246025878,16.406469470990906,93.151937188371,10.76181424274404,8.280780725554623,20.0,20.233333333333334,58.857142857142854,59.9,89.56596749523207,83.76017685354918,15.229378877646127,15.419219561221398,75.13056774329634,68.28110248293001,12.606316598302838,11.868924271610089
2025-12-15 10:06:13.677427,23,57,74.28061231535916,16.101100625149257,53.39316201344641,13.304532088968472,8.033922154548904,20.428571428571427,20.233333333333334,58.42857142857143,59.7,88.38603384724327,83.95969980515204,15.45769898690934,15.465119164096073,72.66394697440685,67.77640060432394,12.53881357587774,11.946405636898485
2025-12-16 10:06:13.677427,20,57,87.48841167998751,14.32693370624174,46.33017945032874,6.995545694458788,7.659180079228437,20.428571428571427,20.233333333333334,58.142857142857146,59.63333333333333,86.81495217309066,83.78161422804085,15.243754060524477,15.469278874448706,68.3747112887852,66.76864065572475,12.03015791269704,11.579058094902754
2025-12-17 10:06:13.677427,20,60,90.46739589479671,15.61919876651507,38.319196266435824,15.696108076827604,7.129834288541353,20.428571428571427,20.233333333333334,58.57142857142857,59.6,86.01847633812652,84.09440471660145,15.269394703075053,15.405766501262972,66.53923645008524,66.61857365416253,11.895699178892842,12.05572433858274
2025-12-18 10:06:13.677427,20,58,67.93008410861509,16.401664548046146,87.44066467233775,11.260391454228044,5.539039066484008,20.428571428571427,20.233333333333334,58.42857142857143,59.56666666666667,84.29301880904761,83.29532317036235,15.439166446544458,15.400556395919867,67.88160443162135,66.79471878830367,12.407791288125363,11.885536473467347
2025-12-19 10:06:13.677427,20,57,72.5339318986738,13.496713662654354,74.81548484531086,9.909107917923842,7.629618219132586,20.428571428571427,20.233333333333334,58.285714285714285,59.46666666666667,81.83035656491032,83.40496827599665,15.308565026130783,15.334099090327676,66.37887828351231,66.95265341273348,11.757129215289192,11.649695378398457
2025-12-20 10:06:13.677427,26,60,65.6861425779192,16.152032230855923,64.16622993634317,16.196036903347558,7.407687687163111,21.285714285714285,20.4,58.142857142857146,59.4,78.76223299080145,83.0210063680483,15.500587572921914,15.296635732467273,65.37383633893911,67.13250503422866,12.017648054071193,12.066015306164465
2025-12-21 10:06:13.677427,28,61,79.84474532444354,14.704851489264984,69.19952939479731,9.182625237828963,7.4715788371953735,22.428571428571427,20.666666666666668,58.57142857142857,59.36666666666667,76.89018911425644,82.9477662256049,15.257499289818211,15.267036049803533,61.95206379700001,66.95609841433541,11.792049624797611,12.017794493302809
2025-12-22 10:06:13.677427,22,60,87.7403380463677,16.18471840231179,48.11766429052435,6.366154814545761,5.923251424179691,22.285714285714285,20.666666666666668,59.0,59.333333333333336,78.81300707582908,83.12658266881321,15.269444686555715,15.32431136460039,61.198421265154,65.25800746178403,10.800852871308653,11.879525102587106
2025-12-23 10:06:13.677427,23,59,94.01885641676823,14.58408901214898,100.0,5.773483305904385,6.118943459591738,22.714285714285715,20.766666666666666,59.285714285714285,59.233333333333334,79.74592775251203,83.64722867509997,15.30618115882818,15.232856035247904,68.8655384865356,66.33374100092145,10.626272530086593,11.859642772079628
2025-12-24 10:06:13.677427,23,60,82.5927582433582,13.334141479202577,66.93831772962841,14.42403980538256,8.253152853332903,23.142857142857142,20.833333333333332,59.285714285714285,59.233333333333334,78.62097951659224,83.50089396791924,14.97974440349782,15.139104349473937,72.95398440984884,66.2742412987589,10.444548491308732,12.044152990604497
2025-12-25 10:06:13.677427,25,57,95.02892436457033,13.546949074540205,66.64092191907339,6.878282590014868,7.160444846143345,23.857142857142858,21.0,59.142857142857146,59.1,82.49224241030014,84.21989022790693,14.571927907282687,15.115492498131667,69.98259258795393,66.55861914583146,9.818532939278276,12.02150585633377
2025-12-26 10:06:13.677427,30,57,70.95918833428087,15.55770193599366,75.88649935848038,19.01917672793746,7.8815006973726245,25.285714285714285,21.333333333333332,59.142857142857146,59.03333333333333,82.2672790439583,83.88983103505531,14.866354803474016,15.125029443121468,70.13559466126387,67.34642464251321,11.119971340708792,12.021842354808536
2025-12-27 10:06:13.677427,20,59,68.37294048515876,15.811667002065779,72.2151384760507,3.672282368465112,7.228318376130462,24.428571428571427,21.333333333333332,59.0,59.0,82.65110731642109,83.40351688277077,14.817731199361138,15.170443073325718,71.28543873836493,67.17176135010945,9.330863550011301,11.619494648004377
2025-12-28 10:06:13.677427,20,60,81.55561840882704,14.41482004987471,68.35826036418698,18.785825473160152,7.229756139495746,23.285714285714285,21.333333333333332,58.857142857142854,59.03333333333333,82.8955177570473,83.25152047398267,14.776298136591098,15.189582397560114,71.16525744827774,67.71174527520344,10.702749297915757,11.676148151110494
2025-12-29 10:06:13.677427,20,61,85.07252359151445,16.266310950532848,53.142883168320324,12.844069868810474,8.138283805975998,23.0,21.333333333333332,59.0,59.1,82.51440140635398,83.16417395954278,14.787954214908394,15.178078994009944,71.88314585939145,67.2807249288711,11.628165734239287,11.608060871531745
2025-12-30 10:06:13.677427,20,63,81.73844201524726,13.506175925277248,72.07202535703993,11.61314755251843,6.683955271782626,22.571428571428573,21.333333333333332,59.57142857142857,59.2,80.76005649185099,83.45535991787445,14.633966631069574,15.03524152590038,67.89343519611144,67.75528783082164,12.46240348375558,11.745706026111325
2025-12-31 10:06:13.677427,20,60,65.46046319968099,15.42070424162322,93.2303674471255,9.820323652764202,7.296120776940984,22.142857142857142,21.333333333333332,59.57142857142857,59.3,78.31258577132567,83.31313913672666,14.932047025701097,15.088541036907255,71.64944229861104,68.45681016618596,11.804729747667242,11.742986183374102
2026-01-01 10:06:13.677427,20,58,81.28703968389769,14.046780560285052,85.18130069232467,13.596544457408283,6.737724711294958,21.428571428571427,21.333333333333332,59.714285714285715,59.13333333333333,76.34945938837244,82.94865997368363,15.003451523664646,15.017581619449134,74.29806783764693,68.96268913661999,12.76448144300916,11.73095439045732
2026-01-02 10:06:13.677427,20,58,71.56424399596118,14.717796670637409,88.89779939959095,11.849461190300607,6.765503772567684,20.0,21.333333333333332,59.857142857142854,59.13333333333333,76.43589591146963,82.51218437035445,14.88346505718518,15.017533877901919,76.15682498637702,69.24051247781073,11.740236366203893,11.888886804652936
2026-01-03 10:06:13.677427,20,55,87.3573803906403,15.556878405579697,57.33176485353222,16.413207528066085,6.890827876531361,20.0,21.333333333333332,59.285714285714285,59.03333333333333,79.14795875510984,82.89036012645754,14.847066686258598,15.038914840105162,74.03062875458865,69.23991283902251,13.560368531861176,11.94092726489882
2026-01-04 10:06:13.677427,20,58,84.93278596877478,14.467503961659258,50.15592769612129,12.456910594648159,7.422133771633713,20.0,21.333333333333332,59.0,58.93333333333333,79.63041126367379,82.57447913194405,14.854592959370677,15.028194062463362,71.43029551629355,68.8800478965399,12.656237834930891,11.988201004474842
2026-01-05 10:06:13.677427,25,57,74.48096170938116,15.03853334692421,63.11319619850528,12.601207045847511,6.721251378336523,20.714285714285715,21.5,58.42857142857143,58.8,78.11733099479763,82.29299795311198,14.679196158855158,15.04737147148136,72.85462594917712,69.30653629438123,12.621543145936183,12.058217347009705
2026-01-06 10:06:13.677427,20,58,77.88906466130645,16.707551371057328,65.83587368433042,10.545551151144576,8.45575612557352,20.714285714285715,21.5,57.714285714285715,58.733333333333334,77.56741994423464,81.84148752607183,15.13653550825231,15.085682318732145,71.96374713879005,69.55654538056363,12.469029374311345,11.914941056287393
2026-01-07 10:06:13.677427,31,55,73.52629182488839,14.807729756572222,81.41287277706422,11.77221750511573,6.305392697780496,22.285714285714285,21.866666666666667,57.0,58.56666666666667,78.71968117640714,81.54102565852541,15.048967724673597,15.09584464860766,70.27553361449557,69.91499089327668,12.747871353218708,11.848113198259776
